.699635339 seconds | CompleteTranslationUnit;
.014952000 seconds | std::__1::unordered_set<unsigned long, apache::thrift::DistinctTable<apache::thrift::frozen::schema::MemoryLayout, BaseDistinctTablePolicy>::HashIndirect, apache::thrift::DistinctTable<apache::thrift::frozen::schema::MemoryLayout, BaseDistinctTablePolicy>::EqualIndirect, std::__1::allocator<unsigned long> >;
.001857999 seconds | std::__1::vector<apache::thrift::frozen::schema::MemoryLayout, std::__1::allocator<apache::thrift::frozen::schema::MemoryLayout> >;
.000323999 seconds | std::__1::__wrap_iter<const apache::thrift::frozen::schema::MemoryLayout *>;
.000167000 seconds | folly::hash::hash_range;
.000067999 seconds | std::__1::__wrap_iter<const apache::thrift::frozen::schema::MemoryLayout *>::__wrap_iter;
.000053000 seconds | std::__1::move<std::__1::type_index &>;
.001029999 seconds | folly::Range<unsigned char *>;
.000108999 seconds | folly::Range<unsigned char *>::Range;
.001865000 seconds | std::__1::vector<std::__1::unique_ptr<apache::thrift::frozen::Holder, std::__1::default_delete<apache::thrift::frozen::Holder> >, std::__1::allocator<std::__1::unique_ptr<apache::thrift::frozen::Holder, std::__1::default_delete<apache::thrift::frozen::Holder> > > >;
.002353999 seconds | std::__1::unique_ptr<unsigned char [], std::__1::default_delete<unsigned char []> >;
.000118000 seconds | std::__1::unique_ptr<unsigned char [], std::__1::default_delete<unsigned char []> >::unique_ptr;
.000098999 seconds | std::__1::unique_ptr<unsigned char [], std::__1::default_delete<unsigned char []> >::unique_ptr;
.000061000 seconds | folly::Range<unsigned char *>::Range;
.000323000 seconds | folly::Bits<unsigned char, folly::detail::BitsTraits<unsigned char, void> >;
.000095999 seconds | apache::thrift::frozen::Field<bool, apache::thrift::frozen::Layout<bool, void> >;
.000083000 seconds | apache::thrift::frozen::Field<unsigned long, apache::thrift::frozen::Layout<unsigned long, void> >;
.000019001 seconds | apache::thrift::frozen::Layout<unsigned long, void>;
.000021999 seconds | apache::thrift::frozen::Layout<T, typename std::enable_if<detail::IsBlitType<T>::value>::type>;
.000068000 seconds | apache::thrift::frozen::detail::IsBlitType<unsigned long>;
.000127000 seconds | folly::IsTriviallyCopyable<unsigned long>;
.000028000 seconds | apache::thrift::frozen::Layout<unsigned long, void>;
.000066999 seconds | apache::thrift::frozen::detail::PackedIntegerLayout<unsigned long>;
.000082001 seconds | apache::thrift::frozen::Field<unsigned long long, apache::thrift::frozen::detail::TrivialLayout<unsigned long long> >;
.000064999 seconds | apache::thrift::frozen::detail::TrivialLayout<unsigned long long>;
.000013000 seconds | apache::thrift::frozen::Field::Layout;
.000148000 seconds | std::__1::decay<unsigned long long>;
.000086001 seconds | apache::thrift::frozen::Field<unsigned long long, apache::thrift::frozen::Layout<unsigned long long, void> >;
.000068999 seconds | apache::thrift::frozen::Layout<unsigned long long, void>;
.000021000 seconds | apache::thrift::frozen::Layout<T, typename std::enable_if<detail::IsBlitType<T>::value>::type>;
.000080001 seconds | apache::thrift::frozen::detail::IsBlitType<unsigned long long>;
.000126999 seconds | folly::IsTriviallyCopyable<unsigned long long>;
.000025999 seconds | apache::thrift::frozen::Layout<unsigned long long, void>;
.000067000 seconds | apache::thrift::frozen::detail::PackedIntegerLayout<unsigned long long>;
.000009999 seconds | apache::thrift::frozen::Field::Layout;
.000345000 seconds | std::__1::decay<std::__1::vector<apache::thrift::frozen::detail::Block, std::__1::allocator<apache::thrift::frozen::detail::Block> > >;
.000074001 seconds | apache::thrift::frozen::Field<std::__1::vector<apache::thrift::frozen::detail::Block, std::__1::allocator<apache::thrift::frozen::detail::Block> >, apache::thrift::frozen::Layout<std::__1::vector<apache::thrift::frozen::detail::Block, std::__1::allocator<apache::thrift::frozen::detail::Block> >, void> >;
.000075001 seconds | apache::thrift::frozen::Layout<std::__1::vector<apache::thrift::frozen::detail::Block, std::__1::allocator<apache::thrift::frozen::detail::Block> >, void>;
.000023999 seconds | apache::thrift::frozen::Layout<T, typename std::enable_if<detail::IsBlitType<T>::value>::type>;
.000093001 seconds | apache::thrift::frozen::detail::IsBlitType<std::__1::vector<apache::thrift::frozen::detail::Block, std::__1::allocator<apache::thrift::frozen::detail::Block> > >;
.002067999 seconds | folly::IsTriviallyCopyable<std::__1::vector<apache::thrift::frozen::detail::Block, std::__1::allocator<apache::thrift::frozen::detail::Block> > >;
.000027999 seconds | apache::thrift::frozen::Layout<std::__1::vector<apache::thrift::frozen::detail::Block, std::__1::allocator<apache::thrift::frozen::detail::Block> >, void>;
.000109002 seconds | apache::thrift::frozen::detail::ArrayLayout<std::__1::vector<apache::thrift::frozen::detail::Block, std::__1::allocator<apache::thrift::frozen::detail::Block> >, apache::thrift::frozen::detail::Block>;
.000008000 seconds | apache::thrift::frozen::Field::Layout;
.000291999 seconds | std::__1::decay<apache::thrift::frozen::detail::Block>;
.000089999 seconds | apache::thrift::frozen::Field<apache::thrift::frozen::detail::Block, apache::thrift::frozen::Layout<detail::Block> >;
.000097999 seconds | apache::thrift::frozen::detail::ArrayLayout<std::__1::vector<apache::thrift::frozen::detail::Block, std::__1::allocator<apache::thrift::frozen::detail::Block> >, apache::thrift::frozen::detail::Block>::View;
.000128999 seconds | std::__1::vector<apache::thrift::frozen::detail::Block, std::__1::allocator<apache::thrift::frozen::detail::Block> >::vector;
.000051000 seconds | std::__1::operator<<;
.000083001 seconds | apache::thrift::frozen::Field<std::__1::basic_string<char>, apache::thrift::frozen::Layout<std::__1::basic_string<char>, void> >;
.000177999 seconds | apache::thrift::frozen::Layout<std::__1::basic_string<char>, void>;
.000023001 seconds | apache::thrift::frozen::Layout<T, typename std::enable_if<detail::IsBlitType<T>::value>::type>;
.000092000 seconds | apache::thrift::frozen::detail::IsBlitType<std::__1::basic_string<char> >;
.000132999 seconds | folly::IsTriviallyCopyable<std::__1::basic_string<char> >;
.000030999 seconds | apache::thrift::frozen::Layout<std::__1::basic_string<char>, void>;
.000109001 seconds | apache::thrift::frozen::detail::StringLayout<std::__1::basic_string<char> >;
.000060999 seconds | apache::thrift::frozen::detail::BufferHelpers<std::__1::basic_string<char> >;
.000012001 seconds | apache::thrift::frozen::Field::Layout;
.000148999 seconds | std::__1::decay<int>;
.000083000 seconds | apache::thrift::frozen::Field<int, apache::thrift::frozen::Layout<int, void> >;
.000175000 seconds | apache::thrift::frozen::Layout<int, void>;
.000022000 seconds | apache::thrift::frozen::Layout<T, typename std::enable_if<detail::IsBlitType<T>::value>::type>;
.000066000 seconds | apache::thrift::frozen::detail::IsBlitType<int>;
.000114000 seconds | folly::IsTriviallyCopyable<int>;
.000027999 seconds | apache::thrift::frozen::Layout<int, void>;
.000069000 seconds | apache::thrift::frozen::detail::PackedIntegerLayout<int>;
.000187001 seconds | apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport>;
.000295999 seconds | apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport>, apache::thrift::protocol::TProtocolDefaults>;
.000240999 seconds | std::__1::numeric_limits<float>;
.000091000 seconds | std::__1::min<int>;
.001546000 seconds | std::__1::stack<short, folly::fbvector<short, std::__1::allocator<short> > >;
.000559000 seconds | apache::thrift::protocol::TCompactProtocolT<apache::thrift::transport::TTransport>;
.000319000 seconds | apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TCompactProtocolT<apache::thrift::transport::TTransport>, apache::thrift::protocol::TProtocolDefaults>;
.000213000 seconds | folly::to;
.000097000 seconds | folly::to;
.000275000 seconds | folly::to;
.000087000 seconds | folly::to;
.000053999 seconds | folly::to;
.000051000 seconds | folly::to;
.000297999 seconds | apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TJSONProtocol, apache::thrift::protocol::TProtocolDefaults>;
.005570999 seconds | std::__1::stack<std::__1::shared_ptr<apache::thrift::protocol::TJSONContext>, std::__1::deque<std::__1::shared_ptr<apache::thrift::protocol::TJSONContext>, std::__1::allocator<std::__1::shared_ptr<apache::thrift::protocol::TJSONContext> > > >;
.000063999 seconds | std::__1::shared_ptr<apache::thrift::protocol::TProtocol>::shared_ptr;
.000067999 seconds | apache::thrift::transport::TVirtualTransport<apache::thrift::transport::TBufferBase, apache::thrift::transport::TTransportDefaults<apache::thrift::transport::TTransport> >;
.000059000 seconds | apache::thrift::transport::TTransportDefaults<apache::thrift::transport::TTransport>;
.000133999 seconds | apache::thrift::transport::TVirtualTransport<apache::thrift::transport::TBufferedTransport, apache::thrift::transport::TBufferBase>;
.000067000 seconds | std::__1::shared_ptr<apache::thrift::transport::TTransport>::shared_ptr;
.000110000 seconds | apache::thrift::transport::TVirtualTransport<apache::thrift::transport::TFramedTransport, apache::thrift::transport::TBufferBase>;
.000064999 seconds | std::__1::shared_ptr<apache::thrift::transport::TTransport>::shared_ptr;
.000107000 seconds | apache::thrift::transport::TVirtualTransport<apache::thrift::transport::TMemoryBuffer, apache::thrift::transport::TBufferBase>;
.001884999 seconds | std::__1::vector<apache::thrift::transport::TMemoryBuffer *, std::__1::allocator<apache::thrift::transport::TMemoryBuffer *> >;
.000126999 seconds | std::__1::vector<apache::thrift::transport::TMemoryBuffer *, std::__1::allocator<apache::thrift::transport::TMemoryBuffer *> >::vector;
.000051000 seconds | std::__1::unique_ptr<folly::IOBuf, std::__1::default_delete<folly::IOBuf> >::unique_ptr;
.000075999 seconds | std::__1::unique_ptr<folly::IOBuf, std::__1::default_delete<folly::IOBuf> >::unique_ptr;
.000060999 seconds | std::__1::unique_ptr<folly::IOBuf, std::__1::default_delete<folly::IOBuf> >::unique_ptr;
.000067999 seconds | std::__1::unique_ptr<folly::IOBuf, std::__1::default_delete<folly::IOBuf> >::unique_ptr;
.000062000 seconds | std::__1::unique_ptr<folly::IOBuf, std::__1::default_delete<folly::IOBuf> >::unique_ptr;
.000129999 seconds | std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >::append;
.000342999 seconds | std::__1::__wrap_iter<apache::thrift::transport::TMemoryBuffer **>;
.000070000 seconds | std::__1::__wrap_iter<apache::thrift::transport::TMemoryBuffer **>::__wrap_iter;
.000299999 seconds | std::__1::__wrap_iter<apache::thrift::transport::TMemoryBuffer *const *>;
.000067999 seconds | std::__1::__wrap_iter<apache::thrift::transport::TMemoryBuffer *const *>::__wrap_iter;
.000057000 seconds | std::__1::__wrap_iter<apache::thrift::transport::TMemoryBuffer *const *>::__wrap_iter;
.000075999 seconds | std::__1::swap;
.000213999 seconds | std::__1::swap<unsigned char *>;
.000375999 seconds | std::__1::swap;
.000194000 seconds | std::__1::swap<unsigned int>;
.000196000 seconds | std::__1::swap<bool>;
.000439999 seconds | std::__1::swap;
.000191000 seconds | std::__1::swap<apache::thrift::transport::TMemoryBuffer *>;
.000070000 seconds | apache::thrift::TEnumTraits<apache::thrift::reflection::Type>;
.014680999 seconds | std::__1::unordered_map<std::__1::basic_string<char>, std::__1::basic_string<char>, std::__1::hash<std::__1::basic_string<char> >, std::__1::equal_to<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, std::__1::basic_string<char> > > >;
.001103999 seconds | std::__1::unordered_map<std::__1::basic_string<char>, std::__1::basic_string<char>, std::__1::hash<std::__1::basic_string<char> >, std::__1::equal_to<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, std::__1::basic_string<char> > > >::unordered_map;
.017764000 seconds | std::__1::unordered_map<short, apache::thrift::reflection::StructField, std::__1::hash<short>, std::__1::equal_to<short>, std::__1::allocator<std::__1::pair<const short, apache::thrift::reflection::StructField> > >;
.012069000 seconds | std::__1::unordered_map<std::__1::basic_string<char>, int, std::__1::hash<std::__1::basic_string<char> >, std::__1::equal_to<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, int> > >;
.001132999 seconds | std::__1::unordered_map<short, apache::thrift::reflection::StructField, std::__1::hash<short>, std::__1::equal_to<short>, std::__1::allocator<std::__1::pair<const short, apache::thrift::reflection::StructField> > >::unordered_map;
.000932000 seconds | std::__1::unordered_map<std::__1::basic_string<char>, int, std::__1::hash<std::__1::basic_string<char> >, std::__1::equal_to<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, int> > >::unordered_map;
.016049999 seconds | std::__1::unordered_map<long long, apache::thrift::reflection::DataType, std::__1::hash<long long>, std::__1::equal_to<long long>, std::__1::allocator<std::__1::pair<const long long, apache::thrift::reflection::DataType> > >;
.015419999 seconds | std::__1::unordered_map<std::__1::basic_string<char>, long long, std::__1::hash<std::__1::basic_string<char> >, std::__1::equal_to<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, long long> > >;
.001274999 seconds | std::__1::unordered_map<long long, apache::thrift::reflection::DataType, std::__1::hash<long long>, std::__1::equal_to<long long>, std::__1::allocator<std::__1::pair<const long long, apache::thrift::reflection::DataType> > >::unordered_map;
.001081000 seconds | std::__1::unordered_map<std::__1::basic_string<char>, long long, std::__1::hash<std::__1::basic_string<char> >, std::__1::equal_to<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, long long> > >::unordered_map;
.000299999 seconds | std::__1::__hash_map_const_iterator<std::__1::__hash_const_iterator<std::__1::__hash_node<std::__1::__hash_value_type<std::__1::basic_string<char>, std::__1::basic_string<char> >, void *> *> >;
.000086000 seconds | std::__1::__hash_value_type<std::__1::basic_string<char>, std::__1::basic_string<char> >;
.000171000 seconds | std::__1::__hash_node<std::__1::__hash_value_type<std::__1::basic_string<char>, std::__1::basic_string<char> >, void *>;
